pageid,title,protection_status,view_count,,,,,,,Measures of Central Tendencies ,Protected Articles,Unprotected Articles
32296110,Richard Ramirez,"autoconfirmed,autoconfirmed",20884162,,,,,,,,,
31772741,One Direction,"autoconfirmed,autoconfirmed",20846624,,,,,,,,,
20584,Morgan Freeman,"autoconfirmed,autoconfirmed",20830816,,,,,,,,,
3607937,Malaysia,"autoconfirmed,sysop",20740000,,,,,,,,,
347105,Mother Teresa,"autoconfirmed,autoconfirmed",20739915,,,,,,,,,
36588025,Alia Bhatt,"autoconfirmed,autoconfirmed",20705516,,,,,,,,,
483360,Jared Leto,"autoconfirmed,autoconfirmed",20663841,,,,,,,,,
26954,Stephen King,"autoconfirmed,sysop",20653875,,,,,,,,,
29909823,Kendrick Lamar,autoconfirmed,20628625,,,,,,,,,
3253211,Chloë Grace Moretz,autoconfirmed,20624076,,,,,,,,,
38222746,Baahubali: The Beginning,autoconfirmed,20616324,,,,,,,,,
675561,Lewis Hamilton,"autoconfirmed,sysop",20577373,,,,,,,,,
202354,Vietnam,"autoconfirmed,sysop",20546409,,,,,,,,,
16772,Korean War,"autoconfirmed,autoconfirmed",20545190,,,,,,,,,
20395872,Oprah Winfrey,"autoconfirmed,sysop",20482895,,,,,,,,,
203407,Celine Dion,"autoconfirmed,autoconfirmed",20481239,,,,,,,,,
5573,Croatia,"autoconfirmed,sysop",20466354,,,,,,,,,
165813,Manchester City F.C.,"autoconfirmed,sysop",20288989,,,,,,,,,
22936,Poland,"autoconfirmed,sysop",20280388,,,,,,,,,
1687680,Pope Francis,autoconfirmed,20263805,,,,,,,,,
8841749,IPhone,autoconfirmed,20194926,,,,,,,,,
6667920,Kevin Hart,autoconfirmed,20167264,,,,,,,,,
13270,Hawaii,"autoconfirmed,sysop",20104602,,,,,,,,,
30128,Thailand,"autoconfirmed,sysop",20086814,,,,,,,,,
21383,Nigeria,"autoconfirmed,sysop",20009096,,,,,,,,,
5042951,Global warming,"autoconfirmed,sysop",19895153,,,,,,,,,
325329,Cold War,"autoconfirmed,sysop",19867233,,,,,,,,,
2460,Anal sex,"autoconfirmed,autoconfirmed",19833307,,,,,,,,,
16095,Jimi Hendrix,"autoconfirmed,sysop",19807623,,,,,,,,,
54306,Samuel L. Jackson,"autoconfirmed,sysop",19747731,,,,,,,,,
3986,Benjamin Franklin,"autoconfirmed,sysop",19698927,,,,,,,,,
4764846,Usain Bolt,"autoconfirmed,sysop",19698785,,,,,,,,,
33209238,Lana Del Rey,"autoconfirmed,autoconfirmed",19662609,,,,,,,,,
6037917,Islam,"autoconfirmed,sysop",19592207,,,,,,,,,
22114132,The Avengers (2012 film),"autoconfirmed,autoconfirmed",19584029,,,,,,,,,
1828,Amitabh Bachchan,"autoconfirmed,autoconfirmed",19559351,,,,,,,,,
343554,Jessica Alba,"autoconfirmed,sysop",19537333,,,,,,,,,
147575,Ireland,"autoconfirmed,sysop",19522896,,,,,,,,,
55523,R. Kelly,autoconfirmed,19521827,,,,,,,,,
3343,Belgium,"autoconfirmed,sysop",19492782,,,,,,,,,
28617,Statue of Liberty,"autoconfirmed,sysop",19454822,,,,,,,,,
27815578,Minecraft,"autoconfirmed,sysop",19425696,,,,,,,,,
4854,Bermuda Triangle,"autoconfirmed,sysop",19407359,,,,,,,,,
19084502,Michael Phelps,"autoconfirmed,sysop",19391483,,,,,,,,,
5079506,Pink Floyd,"autoconfirmed,sysop",19380902,,,,,,,,,
24176,Pablo Picasso,"autoconfirmed,sysop",19377385,,,,,,,,,
68904,Michael J. Fox,"autoconfirmed,autoconfirmed",19334336,,,,,,,,,
25428,Roman Polanski,"autoconfirmed,autoconfirmed",19258666,,,,,,,,,
59627,Columbine High School massacre,"autoconfirmed,autoconfirmed",19214331,,,,,,,,,
8087628,Egypt,"autoconfirmed,sysop",19201917,,,,,,,,,
2500271,Ted Cruz,"autoconfirmed,sysop",19138926,,,,,,,,,
13118744,Scientology,"autoconfirmed,sysop",19093387,,,,,,,,,
244113,Lyme disease,"autoconfirmed,autoconfirmed",19054928,,,,,,,,,
38301,Fidel Castro,"autoconfirmed,sysop",18983708,,,,,,,,,
3267529,Buddhism,"autoconfirmed,sysop",18937746,,,,,,,,,
57570,Sachin Tendulkar,"autoconfirmed,autoconfirmed",18911623,,,,,,,,,
19001,Microsoft,"autoconfirmed,sysop",18896098,,,,,,,,,
3504698,Vanessa Hudgens,"autoconfirmed,sysop",18889283,,,,,,,,,
752,Art,"autoconfirmed,sysop",18884700,,,,,,,,,
30653,Tuberculosis,"autoconfirmed,sysop",18792304,,,,,,,,,
11415141,Masturbation,"autoconfirmed,sysop",18762374,,,,,,,,,
18951905,Argentina,"autoconfirmed,sysop",18749566,,,,,,,,,
252854,Normandy landings,autoconfirmed,18734074,,,,,,,,,
20598355,Human penis size,"autoconfirmed,sysop",18664955,,,,,,,,,
25532,Renaissance,"autoconfirmed,sysop",18630135,,,,,,,,,
24041298,Robert Pattinson,"autoconfirmed,sysop",18581887,,,,,,,,,
8394551,Jaden Smith,autoconfirmed,18579971,,,,,,,,,
21212,Nazi Germany,"autoconfirmed,sysop",18578841,,,,,,,,,
15003874,Tom Hiddleston,autoconfirmed,18544989,,,,,,,,,
17198804,Khloé Kardashian,autoconfirmed,18542207,,,,,,,,,
22468,Osama bin Laden,"autoconfirmed,sysop",18529265,,,,,,,,,
695403,List of countries by GDP (PPP) per capita,"autoconfirmed,autoconfirmed",18495153,,,,,,,,,
52135,Pneumonia,"autoconfirmed,autoconfirmed",18492759,,,,,,,,,
34411,Zodiac,"autoconfirmed,autoconfirmed",18462108,,,,,,,,,
355502,Dennis Rodman,"autoconfirmed,autoconfirmed",18438344,,,,,,,,,
4335,Batman,"autoconfirmed,sysop",18422452,,,,,,,,,
652402,Dave Bautista,"autoconfirmed,sysop",18386165,,,,,,,,,
192481,50 Cent,"autoconfirmed,sysop",18318723,,,,,,,,,
2204744,Michelle Obama,"autoconfirmed,sysop",18316521,,,,,,,,,
29838,The Simpsons,"autoconfirmed,sysop",18249047,,,,,,,,,
62676,WWE,"autoconfirmed,sysop",18228068,,,,,,,,,
5679119,Donald Trump Jr.,"autoconfirmed,sysop",18221795,,,,,,,,,
11188,French Revolution,"autoconfirmed,sysop",18209513,,,,,,,,,
4531,Bipolar disorder,"autoconfirmed,autoconfirmed",18187413,,,,,,,,,
804581,Anne Frank,"autoconfirmed,autoconfirmed",18139040,,,,,,,,,
2480627,McDonald's,"autoconfirmed,sysop",18124205,,,,,,,,,
48375799,DJ Khaled,"autoconfirmed,autoconfirmed",18112285,,,,,,,,,
29810,Texas,"autoconfirmed,sysop",18109430,,,,,,,,,
16642,Kazakhstan,"autoconfirmed,sysop",18025419,,,,,,,,,
4650,Black hole,"autoconfirmed,autoconfirmed",17993925,,,,,,,,,
18617682,Mark Hamill,"autoconfirmed,sysop",17978314,,,,,,,,,
70889,Mona Lisa,"autoconfirmed,autoconfirmed",17971242,,,,,,,,,
29778,Thomas Edison,"autoconfirmed,sysop",17963964,,,,,,,,,
7515849,Syria,"autoconfirmed,sysop",17948958,,,,,,,,,
16415,Juventus F.C.,"autoconfirmed,sysop",17862755,,,,,,,,,
36753,Magic Johnson,"autoconfirmed,sysop",17821747,,,,,,,,,
864,Andy Warhol,"autoconfirmed,sysop",17815663,,,,,,,,,
2627820,Chris Brown,"autoconfirmed,sysop",17798522,,,,,,,,,
5094570,Great Wall of China,"autoconfirmed,sysop",17790467,,,,,,,,,
37716939,List of most popular websites,"autoconfirmed,autoconfirmed",17767389,,,,,,,,,
19481110,Jim Crow laws,"autoconfirmed,autoconfirmed",17712449,,,,,,,,,
197522,B. R. Ambedkar,"autoconfirmed,sysop",17698298,,,,,,,,,
48768,Georgia (country),"autoconfirmed,sysop",17681555,,,,,,,,,
13886661,Colin Kaepernick,autoconfirmed,17669348,,,,,,,,,
21133,NATO,"autoconfirmed,sysop",17657094,,,,,,,,,
20408,Marie Curie,"autoconfirmed,autoconfirmed",17631515,,,,,,,,,
78468,David Attenborough,"autoconfirmed,autoconfirmed",17551818,,,,,,,,,
165507,Avril Lavigne,"autoconfirmed,sysop",17528463,,,,,,,,,
19291,Morocco,"autoconfirmed,sysop",17488785,,,,,,,,,
27936,Spider-Man,"autoconfirmed,autoconfirmed",17470815,,,,,,,,,
199445,Wayne Rooney,"autoconfirmed,autoconfirmed",17458662,,,,,,,,,
37018641,2012 Benghazi attack,"autoconfirmed,autoconfirmed",17406199,,,,,,,,,
47391205,Jon Jones,"autoconfirmed,autoconfirmed",17349504,,,,,,,,,
6873934,Steve Irwin,"autoconfirmed,sysop",17334660,,,,,,,,,
16899,Kareem Abdul-Jabbar,autoconfirmed,17305657,,,,,,,,,
32476,Vagina,"autoconfirmed,sysop",17298354,,,,,,,,,
158894,Bill Cosby,"autoconfirmed,sysop",17287260,,,,,,,,,
26413,Real Madrid C.F.,"autoconfirmed,sysop",17285764,,,,,,,,,
12108,Greece,"autoconfirmed,sysop",17257618,,,,,,,,,
18646,Linkin Park,"autoconfirmed,sysop",17127632,,,,,,,,,
68198,Tottenham Hotspur F.C.,"autoconfirmed,sysop",17115218,,,,,,,,,
18787,Metallica,"autoconfirmed,sysop",17100800,,,,,,,,,
27790,Schizophrenia,"autoconfirmed,sysop",17094171,,,,,,,,,
5058628,Dick Cheney,"autoconfirmed,autoconfirmed",17090109,,,,,,,,,
163038,Aamir Khan,"autoconfirmed,autoconfirmed",17066967,,,,,,,,,
31163221,Paige (wrestler),autoconfirmed,17064578,,,,,,,,,
878666,Dwyane Wade,"autoconfirmed,autoconfirmed",17055801,,,,,,,,,
11217925,Paris Hilton,"autoconfirmed,sysop",17034004,,,,,,,,,
37259045,PewDiePie,"autoconfirmed,autoconfirmed",16983858,,,,,,,,,
1203316,Fred Trump,"autoconfirmed,autoconfirmed",16975646,,,,,,,,,
27905658,Kyrie Irving,autoconfirmed,16957075,,,,,,,,,
383899,Seth MacFarlane,"autoconfirmed,sysop",16934728,,,,,,,,,
12120000,27 Club,"autoconfirmed,autoconfirmed",16910160,,,,,,,,,
8229010,Call of Duty,"autoconfirmed,sysop",16904914,,,,,,,,,
68378,Jamie Lee Curtis,"autoconfirmed,sysop",16904138,,,,,,,,,
17771,Lebanon,"autoconfirmed,sysop",16903429,,,,,,,,,
52303,Day of the Dead,"autoconfirmed,autoconfirmed",16871597,,,,,,,,,
19189,Mumbai,"autoconfirmed,sysop",16850973,,,,,,,,,
19331,Moon,"autoconfirmed,sysop",16843913,,,,,,,,,
1623,Andrew Jackson,"autoconfirmed,sysop",16765891,,,,,,,,,
24086533,Dave Franco,autoconfirmed,16751993,,,,,,,,,
13543,Hinduism,"autoconfirmed,sysop",16641856,,,,,,,,,
113746,Sean Penn,"autoconfirmed,sysop",16640308,,,,,,,,,
9232,Eiffel Tower,"autoconfirmed,sysop",16620851,,,,,,,,,
19283178,Benito Mussolini,"autoconfirmed,sysop",16605070,,,,,,,,,
13951035,Katrina Kaif,"autoconfirmed,autoconfirmed",16587293,,,,,,,,,
17914,Ludwig van Beethoven,"autoconfirmed,autoconfirmed",16563769,,,,,,,,,
737,Afghanistan,"autoconfirmed,sysop",16526306,,,,,,,,,
33163,Wolfgang Amadeus Mozart,"autoconfirmed,sysop",16526130,,,,,,,,,
30483842,Harry Kane,autoconfirmed,16488097,,,,,,,,,
1779164,List of serial killers by number of victims,"autoconfirmed,autoconfirmed",16429557,,,,,,,,,
4148655,Jeremy Renner,"autoconfirmed,autoconfirmed",16408892,,,,,,,,,
24953,Pelé,"autoconfirmed,autoconfirmed",16406847,,,,,,,,,
5576114,Evan Peters,"autoconfirmed,autoconfirmed",16381307,,,,,,,,,
14975,Ivy League,"autoconfirmed,autoconfirmed",16379859,,,,,,,,,
31163849,Kawhi Leonard,autoconfirmed,16374371,,,,,,,,,
163131,Maslow's hierarchy of needs,"autoconfirmed,autoconfirmed",16357983,,,,,,,,,
232190,Naruto,autoconfirmed,16340014,,,,,,,,,
35723752,PlayStation 4,"autoconfirmed,autoconfirmed",16337464,,,,,,,,,
14640471,Mars,"autoconfirmed,sysop",16299798,,,,,,,,,
932529,List of amendments to the United States Constitution,"autoconfirmed,autoconfirmed",16278315,,,,,,,,,
1232575,Suicide methods,"autoconfirmed,autoconfirmed",16245878,,,,,,,,,
26751,Sun,"autoconfirmed,sysop",16224342,,,,,,,,,
171166,Nepal,"autoconfirmed,sysop",16214356,,,,,,,,,
5222,Colombia,"autoconfirmed,sysop",16213049,,,,,,,,,
15872,J. R. R. Tolkien,"autoconfirmed,sysop",16207174,,,,,,,,,
635041,Anderson Cooper,"autoconfirmed,sysop",16182886,,,,,,,,,
8490390,Lindsay Lohan,"autoconfirmed,sysop",16167171,,,,,,,,,
11039790,Animal,"autoconfirmed,sysop",16162934,,,,,,,,,
1342873,Vijay (actor),autoconfirmed,16155193,,,,,,,,,
14254,Helen Keller,"autoconfirmed,sysop",16082518,,,,,,,,,
12804,Grigori Rasputin,"autoconfirmed,sysop",16070993,,,,,,,,,
31795249,Grand Theft Auto V,"autoconfirmed,autoconfirmed",16068659,,,,,,,,,
39356,Anne Boleyn,"autoconfirmed,sysop",16054464,,,,,,,,,
5042481,Cuba,"autoconfirmed,sysop",16009319,,,,,,,,,
18120823,Joe Jonas,"autoconfirmed,autoconfirmed",15992321,,,,,,,,,
7165758,Michael Oher,autoconfirmed,15986855,,,,,,,,,
38337784,Twenty One Pilots,"autoconfirmed,autoconfirmed",15962732,,,,,,,,,
45506550,American Horror Story: Hotel,autoconfirmed,15953622,,,,,,,,,
16243,Jawaharlal Nehru,"autoconfirmed,sysop",15928879,,,,,,,,,
624,Alaska,"autoconfirmed,sysop",15867911,,,,,,,,,
8948452,Thanksgiving,"autoconfirmed,sysop",15867339,,,,,,,,,
29490,Saddam Hussein,"autoconfirmed,sysop",15848942,,,,,,,,,
6860726,Jack the Ripper,"autoconfirmed,sysop",15791461,,,,,,,,,
303225,Triple H,"autoconfirmed,autoconfirmed",15790714,,,,,,,,,
19171969,Anushka Sharma,"autoconfirmed,autoconfirmed",15724809,,,,,,,,,
11015252,Vladimir Lenin,"autoconfirmed,sysop",15715202,,,,,,,,,
18890,Microsoft Windows,"autoconfirmed,sysop",15695751,,,,,,,,,
739547,José Mourinho,"autoconfirmed,sysop",15679283,,,,,,,,,
7925760,James Corden,"autoconfirmed,sysop",15674285,,,,,,,,,
6237,Christmas,"autoconfirmed,sysop",15645744,,,,,,,,,
19527,Mao Zedong,"autoconfirmed,sysop",15635972,,,,,,,,,
21719,New England Patriots,"autoconfirmed,sysop",15619713,,,,,,,,,
11069849,Disappearance of Madeleine McCann,"autoconfirmed,sysop",15604902,,,,,,,,,
662,Apollo 11,"autoconfirmed,sysop",15592244,,,,,,,,,
26033941,Julian Assange,"autoconfirmed,sysop",15564742,,,,,,,,,
179331,Will Ferrell,"autoconfirmed,autoconfirmed",15525195,,,,,,,,,
162617,Chuck Norris,"autoconfirmed,sysop",15503400,,,,,,,,,
37243,Harriet Tubman,"autoconfirmed,sysop",15472068,,,,,,,,,
4276475,The Dark Knight (film),"autoconfirmed,sysop",15368790,,,,,,,,,
2170969,Supernatural (U.S. TV series),autoconfirmed,15368260,,,,,,,,,
27125578,Rita Ora,"autoconfirmed,autoconfirmed",15354625,,,,,,,,,
36896,Lion,"autoconfirmed,sysop",15350526,,,,,,,,,
276890,Simon Cowell,"autoconfirmed,sysop",15337709,,,,,,,,,
40476314,Migos,"autoconfirmed,autoconfirmed",15298021,,,,,,,,,
656933,2014 FIFA World Cup,"autoconfirmed,autoconfirmed",15278155,,,,,,,,,
147687,Stevie Wonder,"autoconfirmed,autoconfirmed",15275194,,,,,,,,,
42089078,Zootopia,"autoconfirmed,sysop",15235947,,,,,,,,,
9209651,Communism,"autoconfirmed,sysop",15228733,,,,,,,,,
14921,IP address,"autoconfirmed,sysop",15137281,,,,,,,,,
67404,Steven Seagal,"autoconfirmed,autoconfirmed",15135491,,,,,,,,,
375986,States and union territories of India,autoconfirmed,15132226,,,,,,,,,
23270459,Inception,autoconfirmed,15129956,,,,,,,,,
37595203,Fifth Harmony,"autoconfirmed,autoconfirmed",15114479,,,,,,,,,
2613471,Gennady Golovkin,autoconfirmed,15079809,,,,,,,,,
17157886,Star Trek,"autoconfirmed,sysop",15009712,,,,,,,,,
149709,Willie Nelson,"autoconfirmed,autoconfirmed",14985748,,,,,,,,,
21139,North America,"autoconfirmed,sysop",14980881,,,,,,,,,
22194,Operating system,"autoconfirmed,sysop",14952662,,,,,,,,,
89265,Jean-Claude Van Damme,"autoconfirmed,autoconfirmed",14930942,,,,,,,,,
18933066,Florida,"autoconfirmed,sysop",14913915,,,,,,,,,
14186,Henry VII of England,"autoconfirmed,autoconfirmed",14890084,,,,,,,,,
11258,Fellatio,autoconfirmed,14886523,,,,,,,,,
72671,Angela Merkel,"autoconfirmed,sysop",14866006,,,,,,,,,
10410626,John Adams,"autoconfirmed,sysop",14860198,,,,,,,,,
22576,Olympic Games,"autoconfirmed,sysop",14854209,,,,,,,,,
29265,Serbia,"autoconfirmed,sysop",14853908,,,,,,,,,
18793578,Death of Caylee Anthony,"autoconfirmed,autoconfirmed",14849931,,,,,,,,,
20999991,Sarah Jessica Parker,"autoconfirmed,sysop",14849931,,,,,,,,,
28229246,Paul Pogba,"autoconfirmed,autoconfirmed",14849529,,,,,,,,,
10568,Association football,"autoconfirmed,autoconfirmed",14845120,,,,,,,,,
28480,Spice Girls,"autoconfirmed,sysop",14845120,,,,,,,,,
40218034,Fifty Shades of Grey (film),"autoconfirmed,autoconfirmed",14844788,,,,,,,,,
21132373,Jeff Goldblum,"autoconfirmed,autoconfirmed",14838911,,,,,,,,,
5211,Christianity,"autoconfirmed,sysop",14820800,,,,,,,,,
37398,The Walt Disney Company,"autoconfirmed,sysop",14809007,,,,,,,,,
25832,Ringo Starr,autoconfirmed,14808701,,,,,,,,,
3722,Berlin Wall,"autoconfirmed,sysop",14803579,,,,,,,,,
5334607,Africa,"autoconfirmed,sysop",14788165,,,,,,,,,
18426501,Harvard University,"autoconfirmed,sysop",14785730,,,,,,,,,
19283335,Great Depression,"autoconfirmed,sysop",14756624,,,,,,,,,
37930067,Sandy Hook Elementary School shooting,"autoconfirmed,autoconfirmed",14747117,,,,,,,,,
7426,Charles I of England,"autoconfirmed,autoconfirmed",14713177,,,,,,,,,
31874,United States Declaration of Independence,"autoconfirmed,autoconfirmed",14712897,,,,,,,,,
88678,The Lion King,"autoconfirmed,sysop",14708388,,,,,,,,,
69894,Wales,"autoconfirmed,sysop",14700266,,,,,,,,,
524577,Ronaldinho,"autoconfirmed,sysop",14665007,,,,,,,,,
9287211,Hilary Duff,"autoconfirmed,sysop",14660813,,,,,,,,,
13331280,Jim Parsons,"autoconfirmed,autoconfirmed",14580227,,,,,,,,,
44751865,Black Lives Matter,autoconfirmed,14554774,,,,,,,,,
50603,Multiple sclerosis,"autoconfirmed,autoconfirmed",14552329,,,,,,,,,
301775,Hulk Hogan,"autoconfirmed,sysop",14525287,,,,,,,,,
30075,Tiger,"autoconfirmed,sysop",14521897,,,,,,,,,
4721,British Empire,"autoconfirmed,autoconfirmed",14505394,,,,,,,,,
68493,Roe v. Wade,"autoconfirmed,sysop",14503495,,,,,,,,,
7701,Cocaine,"autoconfirmed,sysop",14498577,,,,,,,,,
742964,List of religious populations,"autoconfirmed,autoconfirmed",14458944,,,,,,,,,
31752,Ulysses S. Grant,"autoconfirmed,sysop",14449278,,,,,,,,,
44469,Pluto,"autoconfirmed,sysop",14440490,,,,,,,,,
34533,Zoroastrianism,"autoconfirmed,sysop",14425226,,,,,,,,,
1291598,List of best-selling music artists,"autoconfirmed,sysop",14398998,,,,,,,,,
32010836,Dylan O'Brien,"autoconfirmed,autoconfirmed",14369842,,,,,,,,,
42772919,List of Bollywood films of 2015,"autoconfirmed,autoconfirmed",14323009,,,,,,,,,
5806040,Hrithik Roshan,"autoconfirmed,autoconfirmed",14319513,,,,,,,,,
34768335,Future (rapper),"autoconfirmed,autoconfirmed",14311356,,,,,,,,,
64646,Toronto,"autoconfirmed,sysop",14280205,,,,,,,,,
44115852,Blac Chyna,"autoconfirmed,autoconfirmed",14270977,,,,,,,,,
682482,Human,"autoconfirmed,sysop",14242664,,,,,,,,,
10024,MDMA,"autoconfirmed,autoconfirmed",14237182,,,,,,,,,
15604,James Bond,autoconfirmed,14236322,,,,,,,,,
26458,Rosa Parks,"autoconfirmed,sysop",14213479,,,,,,,,,
357488,Paris Saint-Germain F.C.,"autoconfirmed,autoconfirmed",14207094,,,,,,,,,
19904525,Transgender,"autoconfirmed,autoconfirmed",14177468,,,,,,,,,
16827,Kevin Bacon,"autoconfirmed,autoconfirmed",14150230,,,,,,,,,
13692155,Philosophy,"autoconfirmed,sysop",14141582,,,,,,,,,
916099,Manny Pacquiao,"autoconfirmed,autoconfirmed",14140545,,,,,,,,,
308,Aristotle,"autoconfirmed,autoconfirmed",14115833,,,,,,,,,
28381,Superman,"autoconfirmed,sysop",14112155,,,,,,,,,
5245920,Gareth Bale,"autoconfirmed,autoconfirmed",14106495,,,,,,,,,
241405,State of Palestine,"extendedconfirmed,sysop",14085482,,,,,,,,,
16043,Jerusalem,"autoconfirmed,sysop",14058071,,,,,,,,,
212472,Alex Rodriguez,"autoconfirmed,sysop",14033414,,,,,,,,,
22228064,Parkinson's disease,"autoconfirmed,autoconfirmed",13983229,,,,,,,,,
15660,Jamaica,"autoconfirmed,sysop",13967534,,,,,,,,,
2655089,SpongeBob SquarePants,"autoconfirmed,sysop",13943818,,,,,,,,,
21217,Native Americans in the United States,"autoconfirmed,sysop",13941267,,,,,,,,,
1672146,David Tennant,"autoconfirmed,sysop",13861064,,,,,,,,,
2633662,Mahesh Babu,"autoconfirmed,autoconfirmed",13852150,,,,,,,,,
454272,List of WWE pay-per-view events,"autoconfirmed,autoconfirmed",13810440,,,,,,,,,
704723,Neil Patrick Harris,"autoconfirmed,autoconfirmed",13810093,,,,,,,,,
5385711,Tommy Wiseau,"autoconfirmed,autoconfirmed",13808883,,,,,,,,,
23745,Pokémon,"autoconfirmed,sysop",13792735,,,,,,,,,
27159,Sherlock Holmes,autoconfirmed,13771919,,,,,,,,,
167748,Sex position,"autoconfirmed,sysop",13764535,,,,,,,,,
21566,Noam Chomsky,"autoconfirmed,sysop",13759805,,,,,,,,,
5884,Charles Dickens,"autoconfirmed,sysop",13748345,,,,,,,,,
27977,South Park,"autoconfirmed,sysop",13748216,,,,,,,,,
84508,Josef Mengele,"autoconfirmed,sysop",13728277,,,,,,,,,
9549,Edgar Allan Poe,"autoconfirmed,sysop",13717347,,,,,,,,,
55490,Roald Dahl,"autoconfirmed,autoconfirmed",13717227,,,,,,,,,
386491,Brendan Fraser,autoconfirmed,13706726,,,,,,,,,
21211,National Football League,"autoconfirmed,sysop",13686366,,,,,,,,,
2323727,Ellen Page,"autoconfirmed,autoconfirmed",13685672,,,,,,,,,
255645,Wilt Chamberlain,"autoconfirmed,sysop",13651457,,,,,,,,,
16808,King Arthur,"autoconfirmed,sysop",13642189,,,,,,,,,
3921,Basketball,"autoconfirmed,sysop",13638166,,,,,,,,,
16972981,Byzantine Empire,"autoconfirmed,autoconfirmed",13636757,,,,,,,,,
240900,World War II casualties,"autoconfirmed,autoconfirmed",13628507,,,,,,,,,
405704,Chris Martin,"autoconfirmed,sysop",13613675,,,,,,,,,
18940588,A.C. Milan,"autoconfirmed,autoconfirmed",13588543,,,,,,,,,
30437,Tutankhamun,"autoconfirmed,sysop",13588220,,,,,,,,,
13275,Hungary,"autoconfirmed,sysop",13587180,,,,,,,,,
430315,Emmett Till,"autoconfirmed,sysop",13583891,,,,,,,,,
42029,George III of the United Kingdom,"autoconfirmed,autoconfirmed",13581014,,,,,,,,,
305473,Allen Iverson,autoconfirmed,13542334,,,,,,,,,
16894,Kylie Minogue,"autoconfirmed,sysop",13542027,,,,,,,,,
3014582,Ranbir Kapoor,"autoconfirmed,autoconfirmed",13538360,,,,,,,,,
44749281,Creed (film),autoconfirmed,13527411,,,,,,,,,
73408,To Kill a Mockingbird,"autoconfirmed,sysop",13502565,,,,,,,,,
27630477,Chelsea Manning,"autoconfirmed,sysop",13500895,,,,,,,,,
2694428,List of countries by Human Development Index,"autoconfirmed,autoconfirmed",13488930,,,,,,,,,
14183,Hentai,"autoconfirmed,autoconfirmed",13479467,,,,,,,,,
12137890,Human penis,"autoconfirmed,autoconfirmed",13468335,,,,,,,,,
14914,Industrial Revolution,"autoconfirmed,sysop",13458629,,,,,,,,,
22093,National Basketball Association,"autoconfirmed,sysop",13444302,,,,,,,,,
7819615,Luis Suárez,"autoconfirmed,autoconfirmed",13426602,,,,,,,,,
29688374,Galileo Galilei,"autoconfirmed,sysop",13403920,,,,,,,,,
1481886,Cannabis (drug),"autoconfirmed,sysop",13351278,,,,,,,,,
35166850,Fifty Shades of Grey,autoconfirmed,13340773,,,,,,,,,
18969800,Michael Clarke Duncan,"autoconfirmed,sysop",13330127,,,,,,,,,
54173,Pulp Fiction,"autoconfirmed,autoconfirmed",13308503,,,,,,,,,
32610,Vikings,"autoconfirmed,autoconfirmed",13296398,,,,,,,,,
415036,Jeremy Corbyn,"autoconfirmed,sysop",13295500,,,,,,,,,
66936,LGBT,"autoconfirmed,autoconfirmed",13289649,,,,,,,,,
2455842,Strawberry,autoconfirmed,13286997,,,,,,,,,
19017269,World population,"autoconfirmed,autoconfirmed",13269543,,,,,,,,,
18839,Music,"autoconfirmed,sysop",13267605,,,,,,,,,
187586,Family Guy,"autoconfirmed,sysop",13261967,,,,,,,,,
17391,Kosovo,"autoconfirmed,autoconfirmed",13256493,,,,,,,,,
80103,Coldplay,"autoconfirmed,sysop",13255097,,,,,,,,,
53029,Muammar Gaddafi,"autoconfirmed,sysop",13224623,,,,,,,,,
25955086,Jews,"autoconfirmed,sysop",13213285,,,,,,,,,
7729,Captain America,autoconfirmed,13208152,,,,,,,,,
159547,Milla Jovovich,"autoconfirmed,autoconfirmed",13204550,,,,,,,,,
689,Asia,"autoconfirmed,sysop",13200869,,,,,,,,,
30006,The Silence of the Lambs (film),"autoconfirmed,autoconfirmed",13190527,,,,,,,,,
303951,Vince McMahon,"autoconfirmed,autoconfirmed",13187658,,,,,,,,,
38930,Jupiter,"autoconfirmed,sysop",13180561,,,,,,,,,
34028475,Little Mix,"autoconfirmed,autoconfirmed",13166183,,,,,,,,,
25675557,Cricket,"autoconfirmed,sysop",13165314,,,,,,,,,
